SID,email,Surname,GivenName,MI,Gend,Prog,Enrolment Type,Att,SAT MT,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,MT_Total,Days online 2,Views 2,Contributions 2,Questions 2,Days online 3,Views 3,Contributions 3,Questions 3,Days online 4,Views 4,Contributions 4,Questions 4,Days online 5,Views 5,Contributions 5,Questions 5,Days online,Views,Contributions,Questions,Video_1_W2,Questions_1_W2,Correct_1_W2,Video_2_W2,Questions_2_W2,Correct_2_W2,Video_1_W3,Questions_1_W3,Correct_1_W3,Video_2_W3,Questions_2_W3,Correct_2_W3,Video_1_W4,Questions_1_W4,Correct_1_W4,Video_2_W4,Questions_2_W4,Correct_2_W4,Video_1_W5,Questions_1_W5,Correct_1_W5,Video_2_W5,Questions_2_W5,Correct_2_W5
340893132,nkxm1160@bogus.com,Liang,Yue You,C,female,FEIT,HECS,Full Time,1,0,0,1,0,0,1,1,0,0,0,30,0,5,0,0,7,0,1,1,2,5,1,0,0,18,1,0,9,28,3,1,25.96727277,0,72.27369125,22.08998647,54.7514728,0,6.185656423,0,66.76240874,40.99012193,4.980774503,37.83884055,17.54224276,75.81142139,52.34046976,25.88619241,30.8127981,67.31266146,30.1218969,62.85435369,39.87749769,44.41671458,37.08530856,30.57348401
323493650,xmrt8059@bogus.com,Liao,Tain,M,male,SMED,Local,Full Time,1,1,1,1,1,1,1,1,1,0,1,90,7,14,4,0,0,13,5,4,0,17,4,2,1,39,4,3,8,83,17,9,92.61773956,99.34997228,87.95429063,88.8894332,81.29391074,76.49378987,77.83591143,93.41884299,100,94.9424608,100,85.55104013,96.20746609,100,88.88232076,84.58083901,95.12305798,47.63610032,76.31857304,89.81411308,100,80.00101558,89.94776703,100
344870275,tntg9766@bogus.com,Lin,Bao,W,female,FSCI,Local,Part Time,1,0,1,1,1,0,1,0,1,1,1,70,7,23,3,0,0,28,1,1,4,30,0,0,5,58,1,1,16,139,5,2,80.76112442,100,69.54918879,51.68919482,43.22630408,46.83421247,54.00629732,47.03071536,97.75675619,77.02244638,78.98333651,100,88.97171226,52.5251163,41.9531461,53.42455847,91.57871628,20.27355719,76.47748989,71.21724888,10.76089995,49.50791302,80.73974063,80.47195959
358599390,zmft3879@bogus.com,Lin,Chung,D,male,FSCI,HECS,Full Time,1,1,0,1,1,0,1,1,0,1,1,70,5,14,4,0,4,17,5,4,3,13,3,0,7,25,4,2,19,69,16,6,52.38077704,61.88988716,64.79729781,57.89139082,99.5133298,30.16949574,97.55586802,67.71500363,81.6065325,61.70088318,75.99315397,95.97744812,59.37251025,75.49757214,76.31189232,61.1853298,66.29204508,76.59544499,79.18686675,39.19917564,68.43115282,95.11350329,62.47260286,92.56355249
332382730,iqvz5652@bogus.com,Lin,Yong,F,male,SMED,International,Full Time,1,0,1,0,1,0,0,1,1,1,1,60,1,33,0,0,2,13,0,0,5,23,1,1,4,52,0,0,12,121,1,1,63.95377403,32.38574871,67.63811023,87.47517874,79.52580405,67.89617415,55.78672538,78.62359189,68.51129739,68.48350647,63.03902692,11.44540942,37.43011372,62.67843615,100,57.23401642,81.21038238,85.32068726,66.79727251,50.82672236,44.25071516,73.67862322,46.94010309,84.28766218
369023682,xzbt8925@bogus.com,Liu,Qiong,C,female,FSCI,HECS,Full Time,1,0,0,1,1,0,1,1,1,0,1,60,1,21,1,0,2,3,1,1,7,9,1,1,0,18,1,1,10,51,4,3,68.50076847,39.74971864,12.37994452,65.1131582,69.44344129,54.38153749,73.01419977,46.02152456,100,81.01478448,82.00551123,46.68210881,79.04825541,60.66967374,69.47701099,43.59341778,45.07802178,71.02361622,56.55408595,58.32468102,57.81271912,61.2114222,38.98300782,31.97533158
372420690,rxet9563@bogus.com,Lo,Yu,L,female,SMED,HECS,Full Time,1,0,1,1,0,1,1,1,0,0,1,60,2,11,0,0,0,10,1,1,7,19,1,0,7,30,0,0,16,70,2,1,65.61749536,53.93743455,58.1435569,56.67794817,46.04570359,50.50523964,78.79965055,76.56156047,52.10055963,64.24966043,61.74366268,99.172013,51.71581556,54.47891567,66.64548718,45.49808365,57.37463433,30.61343982,51.40217875,66.13584208,61.78690919,53.35122067,71.94114192,79.93934042
309617475,nswz2038@bogus.com,Lo,Bao,C,female,FEIT,International,Full Time,1,1,1,1,1,1,1,1,1,1,1,100,0,32,0,0,5,40,0,0,6,39,0,0,5,67,0,0,16,178,0,0,100,100,86.45727872,93.08228165,100,80.01183194,100,100,100,86.1108355,91.0376607,19.96378899,100,100,72.00690387,97.95155265,86.56469327,100,100,100,87.19440139,100,95.53025182,100
329701640,rbjq6992@bogus.com,Loewe,Jesse,A,male,FEIT,International,Full Time,1,0,0,1,1,0,1,0,1,1,1,60,0,22,1,1,7,21,0,0,6,41,0,0,2,21,0,0,15,105,1,1,61.28588715,55.37234766,0,52.23131765,57.46999811,77.5851509,76.3831797,33.46185324,12.41249041,50.86822178,72.74261455,81.10099519,64.25065587,39.92335132,23.49300219,64.73643248,73.91121297,2.689212343,41.48266198,41.35092176,76.48431655,45.77195861,45.52832136,98.80428762
311832878,hxcl9117@bogus.com,Longman,Angus,N,male,FASS,Local,Full Time,1,0,1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,6,2,1,7,2,1,0,0,14,1,1,7,22,4,2,25.59740095,17.95487596,85.70511424,0,48.29013588,47.46968065,12.51444941,1.433692415,0,29.34993931,28.60022334,0,26.90815778,29.2162443,28.44519077,34.49027718,0,0,7.345812649,42.44161564,10.85019656,21.76356217,22.08119819,0
393827720,fowv3487@bogus.com,Longmore,Gabriella,J,female,FSCI,Local,Full Time,1,1,1,1,0,0,1,1,1,1,1,80,2,11,5,5,0,17,4,4,7,13,4,3,7,39,4,0,16,80,17,12,96.16768347,83.18334597,68.28698,49.38728821,84.54051654,94.58313606,71.11894101,98.17231176,34.61566562,82.34273198,72.05562769,68.49414343,67.50334867,70.39748098,67.36449614,85.03227572,77.35359798,78.40033534,74.08738994,61.14235385,100,78.66949519,100,100
302984050,cjva6594@bogus.com,Lowerson,Alannah,B,female,FEIT,HECS,Full Time,1,1,1,1,1,0,1,1,1,0,0,70,0,13,3,3,1,13,5,2,0,9,4,4,0,35,5,0,1,70,17,9,77.03247279,70.53290526,58.12572156,59.60791186,48.60783525,82.86355062,68.14208966,81.50071639,38.46570707,69.31671694,52.7145204,78.89399285,70.51946667,60.8028424,71.18871472,69.93003316,76.57686727,74.19104932,63.65773364,88.02606356,56.19370587,64.76285488,73.74105606,100
347305248,oitf8242@bogus.com,Lu,Yul,X,male,SMED,Local,Full Time,1,0,0,1,1,1,1,0,1,1,1,70,7,21,4,1,7,13,4,0,7,16,5,3,6,42,5,2,27,92,18,6,74.95210874,43.78309514,72.33399013,65.85084098,62.97596356,9.267768128,73.92521233,64.33125937,100,50.84631796,75.25447367,100,67.49902622,56.31412056,100,64.09161584,95.4231744,48.55826383,66.54412031,76.29543932,37.46473773,79.12636023,64.41403659,93.53666991
324292781,sxdx6872@bogus.com,Lu,Yue Wan,Z,female,FSCI,Local,Full Time,1,1,0,0,1,0,1,0,1,1,1,60,4,15,1,1,7,22,1,0,0,9,2,1,7,25,1,0,18,71,5,2,86.0423913,57.95666247,35.65082562,35.60713642,39.15006165,100,74.01965903,78.6845204,33.47867606,57.46323792,61.76620832,70.18361356,53.64040695,47.86391905,92.22917142,72.42926328,76.62887948,5.076783004,71.55257921,23.61804685,100,79.98107247,85.39876134,89.58124402
377125153,hqnq3683@bogus.com,Lu,Hu,Z,male,FEIT,HECS,Full Time,1,1,1,0,1,0,1,1,1,1,1,80,0,18,4,0,7,20,5,3,7,28,4,2,6,26,3,1,20,92,16,6,75.5554598,83.8504197,34.53812583,89.03031694,100,65.88527113,78.13952281,82.17739471,96.62068924,78.89987294,74.08966262,94.33886987,99.4405574,51.20753598,71.39730386,80.39960725,100,100,76.77423237,96.50705584,100,79.76230256,73.88789418,44.4292565
335452286,pcwn5625@bogus.com,Lu,Huan Yue,H,female,FSCI,HECS,Full Time,1,0,1,0,1,1,1,1,0,1,1,70,7,17,4,1,7,10,4,0,5,25,4,2,0,16,4,1,19,68,16,4,79.50547587,83.89400871,100,72.08454994,65.01762966,87.63366495,64.80431139,68.31698564,18.39811325,59.65731497,55.55634982,100,48.98052272,76.94881517,59.33631141,45.45137396,66.34815987,62.05114204,62.08505406,90.1032539,57.78709711,66.56967004,69.09634796,100
319046287,arlq6393@bogus.com,Lu,Shen,C,male,FASS,HECS,Full Time,1,1,0,0,1,0,0,1,0,1,1,50,0,2,0,0,5,4,1,1,0,14,1,0,6,23,1,0,11,43,3,1,31.33246459,55.6568071,0,18.12966985,85.27537554,17.88741323,36.01796647,36.09399263,21.12167608,65.16866686,28.70198882,13.25218954,36.54772553,67.1403004,35.2339958,35.96592046,74.96838759,84.63733532,72.78944746,46.09812206,37.08428576,44.85006261,67.57993123,100
358488994,ddmn9802@bogus.com,Lu,Kong,Y,male,FEIT,Local,Full Time,1,1,0,0,1,0,1,1,1,1,0,60,7,12,1,1,4,25,2,2,0,10,2,2,3,21,1,1,14,68,6,6,55.81068558,68.87032905,58.05025316,65.15381667,61.65902974,37.10557851,55.3701265,63.5227789,47.91627024,25.14617526,56.26915107,39.43240381,74.40325614,61.50545368,98.08038017,84.4192864,51.97885184,75.29184132,58.75474818,80.27058873,47.32568352,63.33408763,72.15661383,34.96577776
393198733,hdbk5657@bogus.com,Lu,Ting,K,female,FASS,HECS,Full Time,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,7,0,1,0,0,0,1,0,1,8,1,0,8,13,4,0,0,0,15.70214339,20.83278922,0,42.07208702,0,0,0,14.16044027,3.115775574,0,26.47503565,0,0,28.8222722,12.83670027,0,0,24.88878138,0,28.31040548,0,0
326415718,akim7430@bogus.com,Lu,Yuan,W,female,SMED,HECS,Full Time,1,1,1,0,1,1,1,1,1,1,1,90,0,21,5,4,7,30,4,1,5,22,5,1,7,38,3,2,19,111,17,8,83.96188719,100,100,91.51174394,79.03799387,67.28201439,95.95121632,100,100,69.03187212,79.37554504,100,94.4832707,80.23650506,87.04210328,100,76.06556581,100,71.91278444,95.63325822,71.3300249,85.16795076,97.31695483,100
356742145,yuov8897@bogus.com,Lu,Shuang,S,female,FSCI,HECS,Full Time,1,0,1,1,1,0,1,1,1,0,0,60,0,25,1,1,0,23,1,1,7,9,1,0,7,37,1,0,14,94,4,2,53.30925663,34.16649592,41.77332866,67.03939146,63.41680427,52.98874618,62.37271831,52.81596625,85.84150906,82.18755363,84.81735454,51.029659,42.41231137,74.26404887,41.8920251,75.26088516,58.86019593,88.39506658,45.87414332,77.16479466,46.64212078,77.10206337,55.35632191,0
387022890,lhcs8985@bogus.com,Lung,Yi,Z,female,FASS,International,Full Time,1,0,1,1,0,0,1,0,0,0,1,40,2,18,1,0,4,2,1,0,2,20,0,0,2,45,0,0,10,85,2,0,54.51662943,10.68366213,67.9089378,39.03640132,57.18593169,10.42075094,37.56482686,41.30731018,61.26364583,59.27901364,40.34184606,79.41077367,62.4475111,9.984666285,21.52789832,57.49752161,12.3837799,30.79634034,24.54706168,37.98952121,51.06685079,27.40148934,51.47848776,46.74317316
387770660,cwmf7694@bogus.com,Lung,Yul,M,male,FASS,HECS,Full Time,1,0,0,1,0,0,0,0,1,0,0,20,0,4,1,1,0,0,1,0,0,0,1,0,4,0,1,0,4,4,4,1,18.03243726,45.46380938,31.49585507,4.126870197,24.71578678,2.577647205,26.14326808,16.82787192,61.83631125,0,17.93264757,32.99519353,10.78866311,0,60.76282439,0,32.1515074,10.56000736,17.8425968,2.963917246,0,15.67050445,0,1.967183051
315564838,ejvi4915@bogus.com,Ma,Wen,D,male,FASS,Local,Full Time,1,1,1,1,1,1,1,1,1,1,1,100,0,9,4,4,7,25,4,3,7,19,3,2,7,30,4,4,21,83,15,13,84.99251948,98.47313691,95.45267019,93.98890614,87.688884,72.45909961,100,96.49168154,95.03909047,100,96.34008872,100,100,100,100,97.19338426,79.9467901,100,100,85.4936476,85.98085759,100,95.26480279,85.11063825
393379196,dwnu9645@bogus.com,MacDonnell,Harrison,A,male,FASS,Local,Full Time,1,0,0,1,0,0,0,0,1,0,0,20,0,0,0,0,5,0,1,0,7,0,2,2,0,17,1,0,12,17,4,2,0,27.50246609,0,0,25.65346119,30.15650711,0,15.58154318,0,30.61824068,8.12556857,0,0,0,29.99615919,0,38.77714367,12.66308949,25.93115957,19.04280114,36.42926147,22.3233438,41.28611167,12.74676998
356812734,iegh9982@bogus.com,Macdermott,Rose,M,female,SMED,Local,Full Time,1,1,0,1,0,1,1,1,1,1,0,70,3,0,3,2,5,9,3,1,7,14,4,2,0,25,5,5,15,48,15,10,65.76412348,79.40068078,100,64.66767175,63.81085555,81.04392665,66.52270656,77.75795666,100,73.04410076,62.12146189,52.56596403,90.12865331,72.97638993,38.2129478,63.62341323,88.49403389,69.24370654,76.29797074,55.07097802,40.03530486,67.18252982,79.68323874,49.25676535
331618940,zmfa1292@bogus.com,Macdougall,Julian,K,male,SMED,HECS,Full Time,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,7,4,1,1,0,0,1,1,7,12,3,3,6.921485817,27.89620155,29.70443986,0,5.686550186,6.793173239,0,0,0,12.73751204,5.253648558,0,0,1.727792518,23.11344956,0,0,0,21.71498584,0.28903669,12.49006972,25.52980345,13.9927348,0
306454038,xobo3111@bogus.com,Maclurcan,Isla,J,female,FSCI,Local,Full Time,1,0,1,1,1,0,0,1,0,1,1,60,0,4,1,0,7,7,1,1,0,15,2,1,3,20,1,0,10,46,5,2,54.16305086,54.8932679,45.00833567,83.21405044,97.92122467,100,71.39581858,61.22263206,48.20168936,49.14552166,47.93385359,67.28359502,75.69253865,44.8594085,100,56.83543315,65.29930791,71.21985231,58.03027045,50.19044246,0,45.6881281,81.38663776,65.1478159
352989393,nsbm5183@bogus.com,Madgwick,Angelina,S,female,FEIT,International,Full Time,1,1,0,0,1,1,1,0,1,1,1,70,7,27,0,0,6,32,0,0,0,41,0,0,3,22,0,0,16,122,0,0,44.54209459,70.03512515,39.10999525,83.7631657,52.57587882,59.52423942,65.41146408,69.1318064,66.69895228,56.04529841,84.76508625,67.65715069,70.80848317,74.32244398,4.562798212,42.9489817,81.57440143,26.87273958,73.70054838,66.54112482,44.24926914,64.5390232,70.56281444,100
305820388,psnn9932@bogus.com,Magarey,Isabelle,J,female,FEIT,International,Full Time,1,1,1,0,0,0,0,0,1,0,1,40,1,16,1,0,5,13,0,0,3,26,1,0,2,10,0,0,11,65,2,0,49.05618261,36.53398665,32.72352735,56.21402233,32.7197087,35.64623854,50.98774043,37.67338529,13.07952309,51.89329404,29.39478796,0,31.47954443,38.85937469,46.69191382,51.99386085,33.18277714,42.40930234,45.70747757,36.52964887,55.55209422,39.93365454,31.21406013,70.9948403
317547296,ebdn7269@bogus.com,Magarey,Amelie,H,female,FEIT,HECS,Part Time,1,0,1,1,0,1,1,1,0,1,0,60,0,22,4,4,0,25,4,3,4,12,2,1,4,22,3,2,8,81,13,10,47.95442108,91.08259101,17.44114543,60.91378991,84.1036859,75.24596852,88.67658665,45.02393077,100,18.23966694,86.98427258,67.64296812,67.25832379,46.02804737,9.918199807,63.54138234,94.2367994,43.90069389,57.54286782,73.67208445,95.37572709,60.65386438,64.55049147,54.51206373
323335586,goyg5948@bogus.com,Mai,Shaiming,Y,male,FEIT,HECS,Full Time,1,1,0,0,1,1,0,0,1,1,1,60,7,14,1,0,0,20,1,0,7,17,1,0,0,36,1,0,14,87,4,0,54.20336032,71.63965398,100,31.638951,76.59430569,83.05092611,47.58600015,86.38538198,30.60770133,59.41965301,66.93326196,8.855000788,72.40547729,63.34325048,2.02767656,49.76988276,95.26573152,57.0228323,54.36071118,61.21644019,73.11297809,26.01598474,42.86142099,44.31863345
306798598,umqu1990@bogus.com,Manchee,Kate,J,female,SMED,HECS,Full Time,1,0,1,1,1,1,0,1,0,1,0,60,5,19,1,1,7,13,1,0,7,13,0,0,0,21,1,0,19,66,3,1,39.64249202,68.45673613,41.81736181,55.79232882,60.91650036,51.38010701,52.16231514,31.46126188,54.93579956,43.15257901,58.82420959,100,71.53693548,54.58297787,27.09048402,62.16329071,57.38059189,36.04900205,68.61707788,61.33582441,81.90313506,73.43671702,59.05431916,68.28093479
331843131,ngdd6200@bogus.com,Mao,Zhen,X,female,FSCI,HECS,Full Time,1,1,1,0,1,1,1,1,1,0,1,80,0,8,5,0,7,15,3,3,7,27,4,3,0,33,5,2,14,83,17,8,66.49589499,82.47638231,55.92072229,75.16745704,90.94617694,76.65284344,80.37756654,100,82.87195932,86.32837011,77.0346017,100,80.80005935,100,91.83378039,59.78149751,89.03975284,43.09415911,71.48816,75.83417958,37.17600741,100,64.99132941,79.65483662
334995656,iciu4095@bogus.com,Mao,Ju,K,female,FEIT,HECS,Full Time,1,1,0,1,1,1,0,1,1,0,0,60,5,4,1,0,7,19,1,0,4,17,1,1,4,14,1,0,20,54,4,1,67.26589845,63.45143766,36.25925649,48.72275804,71.78139511,100,52.16504176,52.68837454,43.61695449,76.29301733,56.24100274,49.33818671,74.42758257,54.65080361,71.45669986,62.38352486,38.34136427,0,76.32089094,49.97080244,61.02192544,71.77490998,51.66417485,69.48833631
373435015,wdcq7784@bogus.com,Marina,Samuel,M,male,FEIT,International,Full Time,1,1,1,1,0,0,0,0,0,1,0,40,6,9,0,0,0,22,0,0,0,30,0,0,3,34,0,0,9,95,0,0,48.69344164,54.97224223,57.79173696,45.2772749,47.72734735,67.37738714,31.47171613,17.29314765,57.70781104,44.37252377,32.17242629,100,13.03479221,21.43797611,29.65920433,50.06838678,55.84851325,26.07500032,44.1789019,61.85743174,27.89004426,46.7436125,34.49910092,35.59900999
372573460,vejt2549@bogus.com,Mault,Logan,V,male,FASS,HECS,Full Time,1,1,0,0,0,0,1,1,0,1,0,40,3,7,0,0,4,12,2,2,3,6,0,0,0,22,1,0,10,47,3,2,25.54543668,35.42198812,0,20.45284763,23.06335956,35.82147339,20.67529557,13.4186284,6.216760544,19.620033,55.97253675,29.29926686,48.08902573,38.34256009,70.21802053,41.13094057,43.68955981,27.95754339,28.85941438,10.5418448,22.34936358,20.55127159,20.7114024,0
352218988,rkuc3054@bogus.com,Maum,Katie,D,female,FASS,International,Full Time,1,1,0,1,1,1,0,1,1,1,1,80,7,42,0,0,7,34,0,0,4,33,0,0,6,67,0,0,24,176,0,0,100,87.01426291,37.08306012,82.15196054,94.61241136,93.15606659,79.68209013,92.31870171,78.82206159,74.47960958,74.79264928,66.48368142,90.62621639,67.53234993,61.44433014,98.97659608,74.93335615,79.29656684,76.1393307,95.91011512,68.45422029,76.78819475,71.0214904,94.08715644
324315125,vkbi8280@bogus.com,Maxted,Alexandra,C,female,FEIT,HECS,Full Time,1,1,1,1,0,0,1,0,0,0,1,50,0,11,1,0,2,12,1,0,5,14,1,1,0,19,0,0,7,56,3,1,64.27044399,36.78369414,87.13527946,61.84511688,82.81078114,0,31.10160806,47.09326124,72.82957194,31.56235474,40.34068388,72.06619898,58.87696202,50.17087663,27.06606411,44.30817407,48.88835707,73.84032812,79.18248912,49.27821808,0,56.60934623,63.74830971,0
321141134,viyu7622@bogus.com,McBurney,Michael,B,male,FASS,HECS,Part Time,1,0,1,1,0,1,1,1,0,1,1,70,3,24,2,2,3,9,0,0,2,17,2,1,4,14,2,0,12,64,6,3,75.4166999,60.49800159,21.21629089,52.11049657,83.14792852,49.3359605,57.48241438,81.54063058,34.55193945,62.13249686,75.66469135,94.46875654,64.52232815,61.49331522,34.37092107,64.81998444,66.73693162,9.645687697,62.75254212,71.08562162,100,47.59119227,61.29301329,100
338259657,gfkw9760@bogus.com,McEachern,Amber,H,female,SMED,International,Full Time,1,1,0,1,0,1,0,1,0,1,1,60,2,26,1,1,2,22,0,0,5,8,0,0,5,60,0,0,14,116,1,1,75.31464435,66.17193316,68.95683543,68.30300928,42.48435331,76.9711524,68.06635496,58.76699067,55.48414852,85.61682016,66.82586295,24.40933258,59.16692132,60.65807986,31.68184477,45.96603138,49.09981533,57.08357429,44.74585686,81.391939,0,80.36666504,82.20498307,40.49653591
371091708,rqpb2545@bogus.com,McLellan,Bethany,C,female,FEIT,HECS,Full Time,1,1,1,0,1,1,1,1,0,1,0,70,7,10,4,2,4,21,3,3,4,16,4,0,7,25,5,5,22,72,16,10,49.1552,62.30404327,61.45528935,100,68.69942222,95.27286705,80.99299348,74.0941077,64.7977612,45.7021603,62.59993547,92.8083151,71.08486881,49.91484769,100,67.70336663,71.21986257,56.15749673,89.01097032,50.57757395,47.87067099,58.87809634,100,100
371083141,siiy7084@bogus.com,McWilliams,Mary,L,female,FSCI,Local,Full Time,1,1,1,1,0,1,1,0,0,0,1,60,0,21,0,0,1,16,0,0,3,19,1,1,7,18,1,0,11,74,2,1,59.6654444,60.76947,85.45105472,69.33686651,87.7040943,30.39189514,46.83635173,67.1711552,76.2705123,41.38384146,67.23182332,26.50155284,37.4604062,75.44523286,77.89133507,58.95079007,73.32680783,100,63.91442381,53.20812047,100,69.27533671,60.71926993,86.430655
346976770,twxp2274@bogus.com,Melocco,Annabelle,A,female,FASS,International,Full Time,1,1,1,1,1,1,1,1,1,1,0,90,7,29,0,0,7,22,0,0,5,41,0,0,7,64,0,0,26,156,0,0,84.96915075,80.42325212,74.23821514,76.51151646,80.08781552,90.9977388,95.1172104,91.81409547,59.87891897,90.7010671,100,100,92.30575746,100,100,100,80.36740729,100,85.54432834,76.44699978,85.45636449,100,100,100
368623201,jlgv2990@bogus.com,Meng,Zhen,Y,male,FEIT,HECS,Full Time,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,1,0,3,0,1,0,0,4,1,0,4,9,5,2,0,12.92099289,0,0,11.89718476,0.567947537,14.54802922,6.671524624,10.71064264,0.174286251,0,0,3.930163587,0,0,38.32599423,0,30.77660885,0,0,0,7.815881934,0,0
352005421,fhhq4778@bogus.com,Meng,Huan Yue,F,female,SMED,Local,Part Time,1,1,1,1,1,1,0,1,1,1,1,90,7,35,2,1,7,26,2,0,7,37,1,0,6,39,2,0,27,137,7,1,100,95.99297448,100,86.11053231,96.92067383,100,99.70975061,100,100,98.34950664,62.31439617,20.67926294,100,100,100,96.30881018,88.96809496,85.41348411,100,100,29.24089035,100,86.50025518,100
322922178,hwip6724@bogus.com,Meng,Dong,X,male,FASS,HECS,Full Time,1,1,0,0,1,1,1,1,0,1,0,60,7,8,1,0,0,16,1,0,4,11,1,0,1,16,1,1,12,51,4,1,55.13938092,58.76374009,39.38591749,53.76827591,39.51330241,61.68323127,58.89717876,50.66455983,85.72943675,52.54610574,65.45510707,48.82761333,57.22543015,54.89786039,75.72644555,51.92981641,80.35665201,34.31024195,52.73165049,51.50503222,23.67147416,57.7857761,33.83185563,57.41507258
318960786,xmim2527@bogus.com,Mennell,Abby,E,female,FASS,International,Full Time,1,1,1,1,0,1,0,0,0,1,0,50,7,28,1,1,3,1,0,0,2,30,0,0,4,0,0,0,16,59,1,1,67.83883603,50.69062836,76.97272771,47.86067433,66.76963516,71.36543857,11.95810256,67.56475422,96.04055361,50.48713201,58.90573611,54.96560752,38.91508246,20.03068848,31.47146222,74.01347715,75.3929391,31.95710595,38.42016172,47.67828853,98.33106011,39.15021281,55.35481334,26.40325234
302221812,bemm5981@bogus.com,Moses,Aaron,C,male,FSCI,Local,Full Time,1,1,0,1,1,1,0,1,1,1,1,80,7,16,5,0,0,15,4,0,7,13,4,2,2,7,4,0,16,51,17,2,85.81091677,100,100,72.04162249,70.86742108,68.88867661,82.10262487,76.64568932,79.27521471,67.10978456,80.95436292,24.73945437,75.67169905,89.72372047,37.99358389,89.33161946,99.45258052,93.3187019,100,74.27782453,78.38519908,53.25274465,100,100
373885657,tofr1747@bogus.com,Mountgarrett,Harry,S,male,FSCI,HECS,Part Time,1,1,1,0,1,1,0,1,1,1,1,80,4,35,3,0,7,42,3,2,7,33,4,1,5,41,2,2,23,151,12,5,77.58316774,92.28269493,99.72302508,97.26284308,77.87466786,57.2549695,51.72587224,91.52929073,69.51636954,73.31171413,70.44701613,86.57136321,100,61.53417526,76.05116718,100,84.95936579,94.51290398,95.04639328,70.70201206,51.86923489,65.00048088,64.18041854,100
370514883,sjpm9284@bogus.com,Moysey,Oliver,L,male,FSCI,HECS,Full Time,1,0,1,1,1,1,1,1,0,1,1,80,7,22,4,3,7,21,4,0,2,18,5,1,7,17,4,2,23,78,17,6,83.95824331,77.0525209,89.37099256,85.82796849,78.07027685,71.09273165,81.70817883,55.57746424,60.24986413,81.72960646,67.00908441,72.87924638,69.59352758,65.02271002,54.62388749,77.845575,77.70293019,58.74542403,89.34054999,64.58113355,92.11645807,100,85.87958719,65.04968891
313804677,aayp3440@bogus.com,Muecke,Jeremy,Z,male,FEIT,HECS,Part Time,1,0,1,1,0,1,1,0,0,1,0,50,0,22,2,1,6,27,2,2,4,18,0,0,4,31,0,0,14,98,4,3,52.55871152,41.10717314,74.85061415,38.81292681,54.93435405,39.69044347,27.45371329,49.37753441,81.99242694,35.99189822,35.59243625,59.24680768,48.06693333,62.46667282,52.57125641,13.98911671,46.6582021,100,71.9473747,37.22835638,29.39758168,40.29137279,56.54982753,14.79320525
362774579,nlrn2600@bogus.com,Mueller,Matthew,G,male,SMED,International,Full Time,1,0,1,1,1,1,0,1,0,1,1,70,4,23,0,0,5,46,0,0,4,21,0,0,4,37,0,0,17,127,0,0,81.30918237,74.86828105,81.40973234,64.4203162,72.28082489,90.16362644,53.68022051,64.22371866,51.57791948,59.71585545,69.83816965,53.97505813,76.73818965,51.29498675,43.33088949,100,62.73800906,62.87259169,63.4649848,49.64039679,67.77028773,78.27134286,72.609278,52.23005756
316299150,qyrj1625@bogus.com,Muriel,Gemma,H,female,FSCI,International,Part Time,1,1,0,0,1,1,1,1,0,1,1,70,7,21,0,0,6,23,1,1,7,17,0,0,5,42,0,0,25,103,1,1,71.13886295,47.52487175,100,95.0944674,96.28347452,74.37160231,85.73431118,55.3816118,70.65376451,69.51855661,70.98377301,100,67.33968573,78.21640612,82.96243831,72.94416266,82.80552245,70.79284358,85.59820039,72.03742735,51.18294804,76.83954037,67.6439457,83.00750957
301628632,fqrq2826@bogus.com,Neild,Callum,M,male,FSCI,HECS,Full Time,1,1,1,1,0,0,1,0,1,1,1,70,7,5,4,3,7,14,4,3,5,12,4,1,0,30,4,1,19,61,16,8,61.40629293,60.48714693,15.71991394,44.19450901,75.65186888,91.23603148,60.60522858,83.94783679,72.10541645,57.53084881,68.24200586,45.58980367,92.71236616,83.37397598,100,66.87869005,100,100,82.06189108,96.77985674,56.93580854,54.70967466,71.33333855,62.6333539
326014960,zrry6844@bogus.com,Neilson,Alica,J,female,FSCI,International,Full Time,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,1,13,0,0,0,0,0,0,1,25,0,0,0,0.501488561,6.905158431,27.92402136,0,5.457781096,34.15119067,17.54660764,42.42613762,0,18.32520225,0,0,31.74154614,37.74367584,0,4.749266626,0,13.1078878,2.583108607,20.92503353,0.896004325,36.20356428,69.07848528
365188843,kyrf2728@bogus.com,Newell,Noah,P,male,FEIT,HECS,Full Time,1,1,1,1,1,1,1,1,1,1,1,100,0,17,4,2,7,26,5,5,7,12,4,2,7,41,3,1,21,96,16,10,98.78229822,98.09167143,73.31126175,100,100,100,93.33061387,97.61098332,38.02839964,99.73609029,93.11793927,100,100,90.32152129,54.77832122,100,100,46.46073153,97.72436731,100,100,95.81912923,89.81245485,79.75889016
